AID	CLUSTER2	GSWGT1
94714240	2.69	3168.94
94714242	2.69	4639.25
94714244	2.69	3168.94
94714245	2.69	4333.12
94714310	2.65	10780.85
94714322	2.61	4776.18
94714344	2.69	4639.25
94714394	2.68	6150.56
94714398	2.68	6722.17
94714480	2.63	5877.25
94714681	2.63	5039.48
94714932	2.67	4704.11
94714934	2.67	7351.13
94714990	2.68	6722.17
94715025	2.21	3597.74
94715123	2.21	3597.74
94715254	2.22	2275.86
94715257	2.22	742.65
94715393	2.28	3597.49
94715922	2.21	1725.25
94715954	2.22	3423.33
94715955	2.22	2275.86
94715980	2.23	2238.8
94715981	2.23	2238.8
94715982	2.23	2238.8
94715987	2.23	2238.8
94715994	2.28	3597.49
94716011	2.75	3673.7
94716057	2.72	510.16
94716068	2.74	2975.74
94716095	2.78	2922.96
94716153	2.72	2045.1
94716192	2.78	2734.24
94716210	2.75	3673.7
94716217	2.75	4709.64
94716257	2.72	3451.1
94716265	2.74	4469.22
94716281	2.73	5303.54
94716290	2.78	3466.8
94716293	2.78	870.03
94716315	2.75	4709.64
94716358	2.72	3451.1
94716627	2.71	4096.13
94716663	2.74	3105.89
94716668	2.74	3105.89
94716868	2.74	2975.74
94716893	2.78	2679.67
94716914	2.75	4883.74
94716975	2.8	444.66
94716976	2.8	444.66
94716987	2.73	4920.05
94717262	2.94	3480.27
94717461	2.94	5096.05
94718027	2.51	6230.86
94718105	2.56	2738.74
94718125	2.51	6499.42
94718180	2.53	957.2
94718194	2.58	3395.58
94718208	2.56	1067.49
94718211	2.55	808.07
94718249	2.59	4202.46
94718273	2.6	5394.33
94718277	2.6	5618.76
94718284	2.53	4473.31
94718307	2.56	2464.28
94718329	2.51	6499.42
94718342	2.59	5717.87
94718393	2.58	3395.58
94718485	2.53	4202.33
94718687	2.53	4202.33
94718880	2.53	644.37
94718888	2.53	802.16
94718905	2.56	2464.28
94718944	2.59	5471.82
94718971	2.6	5618.76
94718987	2.53	4473.31
94718998	2.58	3379.4
94719270	2.1	5603.13
94719279	2.1	5603.13
94719932	2.07	1225.81
94719933	2.07	1526.04
94719934	2.07	1695.11
94719935	2.07	1711.39
94719936	2.07	1526.04
94719972	2.1	8119.32
94719978	2.1	5603.13
95316359	4.72	4011.55
95316851	4.72	4471.76
95374971	4.7	2495.91
95374972	4.7	2440.37
95374973	4.7	2440.37
95374975	4.7	2250.11
95500036	1.47	3346.39
95500235	1.47	3649.67
95500280	1.43	4006.94
95500332	1.47	3630.92
95500333	1.47	4330.4
95500377	1.5	3698.1
95500710	1.45	4606.14
95500815	1.45	5696.64
95500839	1.47	4330.4
95501960	1.34	3834.65
95501969	1.34	3834.65
95503030	1.87	4406.55
95504188	1.63	5598.51
95504228	1.61	5961.31
95504423	1.61	4917.12
95504449	1.69	3291.58
95504481	1.63	5360.35
95504484	1.63	5917.64
95504487	1.63	4491.8
95504608	1.66	601.97
95504620	1.61	5264.06
95504707	1.66	711.08
95504709	1.66	3505.35
95504888	1.63	5032.73
95504902	1.66	860.24
95504947	1.69	3409.77
95506022	1.71	3706.65
95506098	1.78	3864.15
95506124	1.71	3037.89
95506154	1.72	4895.35
95506174	1.8	2610.54
95506181	1.73	3558.34
95506202	1.76	2914.11
95506230	1.77	805.34
95506308	1.76	2914.11
95506309	1.76	2882.42
95506332	1.77	533.7
95506333	1.77	655.28
95506395	1.78	311.18
95506426	1.71	3011.26
95506482	1.73	4032.84
95506527	1.71	2810.43
95506570	1.8	334.82
95506680	1.73	3016.92
95506684	1.73	3057.21
95506926	1.71	3037.89
95507059	1.92	2824.45
95507158	1.92	3172.27
95507214	1.95	4763.7
95507311	1.95	5078.51
95507914	1.95	4746.04
95508034	1.57	2725.66
95508271	1.6	13194.08
95508323	1.51	771.92
95508339	1.57	465.51
95508624	1.51	3127.5
95508825	1.51	5195.74
95508833	1.57	3992.02
95508931	1.57	3513.43
95508969	1.54	5625.23
95508980	1.53	2967.08
95508981	1.53	4584.22
95508984	1.53	3749.33
95540910	1.45	517.33
95543606	1.86	6265.73
95543704	1.86	2921.35
95544183	1.63	5510.7
95544983	1.63	5901.99
95544985	1.63	5901.99
95546778	1.8	3253.74
95546779	1.8	403.58
95546970	1.8	4097.83
95548074	1.6	13164.54
95548969	1.54	2936.94
95570025	1.41	1880.67
95570097	1.48	3607.86
95570121	1.41	1743.07
95570123	1.41	1559.65
95570184	1.43	4006.94
95570294	1.48	2907.43
95570299	1.48	3113.21
95570326	1.41	2428.02
95570353	1.42	469.19
95570376	1.5	3668.3
95570450	1.42	3450.62
95570480	1.43	923.51
95570576	1.5	3436.16
95570588	1.43	752.39
95570592	1.48	4641.22
95570621	1.41	710.85
95570692	1.48	2907.43
95570789	1.43	5945.88
95570852	1.42	3845.75
95570929	1.41	1635.11
95571018	1.35	2586.52
95571074	1.4	1745.84
95571100	1.36	2480.78
95571112	1.35	2712.98
95571160	1.34	3655.46
95571170	1.4	2999.97
95571204	1.36	1729.45
95571210	1.35	2586.52
95571306	1.36	2566.44
95571316	1.35	2434.09
95571319	1.35	2728.3
95571378	1.4	2112.63
95571464	1.34	3970.03
95571465	1.34	6660.68
95571500	1.36	2190.55
95571601	1.36	2268.43
95571651	1.32	10692.7
95571657	1.32	7001.44
95571669	1.34	3548.91
95571674	1.4	1672.86
95571679	1.4	1672.86
95571708	1.36	1577.88
95571819	1.35	2430.7
95571877	1.4	1497.77
95571913	1.35	2870.68
95571973	1.4	5783.59
95572073	1.2	4273.79
95572078	1.2	3818.02
95572102	1.16	3898.17
95572107	1.16	4242.6
95572108	1.16	4766.65
95572111	1.15	3845.59
95572115	1.15	3400.52
95572194	1.18	1627.36
95572206	1.16	3684.97
95572224	1.11	1619.88
95572227	1.11	2498.22
95572248	1.19	3175.65
95572283	1.13	1436.07
95572285	1.13	1464.43
95572289	1.13	1103.96
95572291	1.18	1586.16
95572297	1.18	1344.97
95572306	1.16	3839.36
95572310	1.15	3691.07
95572316	1.15	4994.88
95572318	1.15	3031.73
95572322	1.11	1464.74
95572329	1.11	2498.22
95572343	1.19	4357.93
95572376	1.2	4273.79
95572382	1.13	1146.16
95572386	1.13	906.75
95572394	1.18	2758.37
95572398	1.18	2506.01
95572402	1.16	4242.6
95572405	1.16	3735.94
95572443	1.19	3250.54
95572804	1.16	4452.79
95572847	1.19	4357.93
95572861	1.14	5083.95
95572865	1.14	5083.95
95572872	1.2	3818.02
95572876	1.2	2896.21
95572903	1.16	3839.36
95572917	1.15	4070.46
95572918	1.15	3031.73
95572921	1.11	3779.1
95572925	1.11	1078.16
95572927	1.11	1045.16
95572967	1.14	5083.95
95572981	1.13	731.72
95572982	1.13	1354.98
95572984	1.13	731.72
95572985	1.13	816.72
95573031	1.87	4406.55
95573193	1.88	4072.59
95573219	1.85	3048.35
95573227	1.81	6085.47
95573230	1.87	3134.3
95573233	1.87	3134.3
95573293	1.88	7085.33
95573294	1.88	4040.43
95573329	1.81	6085.47
95573333	1.87	4406.55
95573407	1.86	3633.27
95573412	1.85	1577.24
95573415	1.85	1891.04
95573516	1.85	2008.84
95573618	1.85	2294.64
95573815	1.85	1435.93
95573917	1.85	1662.9
95573921	1.81	2856.02
95573924	1.81	6084.12
95573939	1.87	3119.66
95573945	1.89	2210.96
95573946	1.89	2773.58
95573949	1.89	2163.89
95573950	1.82	2401.38
95573951	1.82	3553.42
95573954	1.82	2610.26
95573956	1.82	2921.45
95573957	1.82	2921.45
95573958	1.82	2921.45
95573991	1.88	3532.37
95573994	1.88	3834.18
95574031	1.67	3836.87
95574234	1.67	4170.09
95574295	1.68	3903.75
95574307	1.66	924.79
95574333	1.67	3852.82
95574408	1.66	922.62
95574415	1.65	3982.96
95574502	1.66	601.97
95574503	1.66	711.08
95574529	1.61	5345.47
95574591	1.68	5158.42
95574604	1.66	1031.15
95574608	1.66	1031.15
95574614	1.65	2772.3
95574615	1.65	3672.75
95574617	1.65	3236.67
95574638	1.67	4170.09
95574733	1.67	3676.49
95574745	1.69	3409.77
95574790	1.68	5158.42
95574804	1.66	769.65
95574839	1.67	3251.56
95574936	1.67	7730.72
95574937	1.67	7730.72
95574944	1.69	4216.54
95574998	1.68	5271.27
95575014	1.25	4163.67
95575018	1.25	2957.77
95575026	1.21	1683.71
95575029	1.21	4352.95
95575031	1.27	2390.05
95575062	1.24	3335.28
95575073	1.3	2257.28
95575081	1.23	2306.99
95575087	1.23	3313.69
95575100	1.26	2599.74
95575122	1.21	3010.97
95575134	1.27	2717.84
95575153	1.22	4535.87
95575164	1.24	3335.28
95575166	1.24	3335.28
95575181	1.23	2977.25
95575191	1.28	2720.65
95575203	1.26	1503.63
95575206	1.26	2599.74
95575210	1.25	2957.77
95575211	1.25	2957.77
95575222	1.21	1902.48
95575235	1.27	2219.94
95575241	1.29	1506.87
95575242	1.29	1506.87
95575243	1.29	1358.31
95575244	1.29	1096.11
95575245	1.29	912.55
95575255	1.22	4644.58
95575259	1.22	1418.08
95575294	1.28	2806.12
95575309	1.26	1766.06
95575313	1.25	4163.67
95575319	1.25	3583.93
95575322	1.21	1291.76
95575329	1.21	4850.47
95575331	1.27	2768.92
95575337	1.27	4045.93
95575351	1.22	4535.87
95575357	1.22	2592.41
95575377	1.3	2257.28
95575379	1.3	3271.67
95575386	1.23	3090.9
95575401	1.26	2391.79
95575402	1.26	1503.63
95575404	1.26	2353.84
95575421	1.21	3010.97
95575426	1.21	2063.41
95575461	1.24	3350.22
95575462	1.24	3796.13
95575527	1.21	4850.47
95575579	1.3	3412.78
95575621	1.21	1291.76
95575628	1.21	3010.97
95575629	1.21	1003.22
95575678	1.3	2257.28
95575805	1.26	1915.93
95575825	1.21	3838.39
95575860	1.24	3350.22
95575871	1.3	4065.54
95575940	1.29	1112.44
95575941	1.29	1082.2
95575943	1.29	1223.43
95575944	1.29	1096.11
95575945	1.29	726.98
95575946	1.29	868.27
95575974	1.3	4065.38
95575982	1.23	3414.56
95575985	1.23	4501.83
95576034	1.77	2985.49
95576037	1.77	2985.49
95576039	1.77	2811.92
95576041	1.79	1440.88
95576052	1.72	634.94
95576064	1.74	2667.17
95576091	1.78	3588.13
95576114	1.75	2673.69
95576115	1.75	2577.01
95576116	1.75	2628.77
95576158	1.72	3314.49
95576178	1.8	416.48
95576184	1.73	3558.34
95576236	1.77	624.5
95576262	1.74	2438.84
95576307	1.76	2562.93
95576323	1.71	3227.22
95576363	1.74	678.81
95576410	1.75	2577.01
95576414	1.75	3535.21
95576435	1.77	3131.25
95576447	1.79	1440.88
95576471	1.8	3785.2
95576482	1.73	3454.4
95576514	1.75	3535.21
95576519	1.75	4080.54
95576586	1.73	4032.84
95576600	1.76	3026.4
95576759	1.72	4704.41
95576763	1.74	2667.17
95576814	1.75	2577.01
95576815	1.75	3474.47
95576817	1.75	2673.69
95576832	1.77	3495.83
95576841	1.79	1440.88
95576852	1.72	4704.41
95576898	1.78	442.51
95576904	1.76	2467.41
95576931	1.77	2952.61
95577054	1.92	3018.85
95577061	1.94	4937.68
95577124	1.91	1499.57
95577129	1.91	941.36
95577169	1.94	3277
95577185	1.93	3657.22
95577223	1.91	941.36
95577224	1.91	1308.28
95577227	1.91	1705.94
95577228	1.91	757.57
95577229	1.91	941.36
95577267	1.94	4465.41
95577285	1.93	3623.21
95577321	1.91	757.57
95577363	1.94	4465.41
95577783	1.93	3657.22
95577862	1.94	1492.14
95577863	1.94	5471.91
95577884	1.93	5040.38
95577889	1.93	3657.22
95577923	1.91	1294.14
95577926	1.91	1387.53
95577928	1.91	770.96
95577986	1.93	5040.38
95578006	1.56	2989.8
95578046	1.59	4791.15
95578083	1.53	925.83
95578106	1.56	2989.8
95578109	1.56	3684.96
95578110	1.55	964.34
95578113	1.55	3525.68
95578126	1.51	5714.68
95578148	1.59	4845.47
95578195	1.58	3495.68
95578196	1.58	2991.85
95578205	1.56	990.58
95578206	1.56	2576.28
95578218	1.55	5767.74
95578234	1.57	465.51
95578307	1.56	2989.8
95578380	1.53	1061.02
95578413	1.55	1658.32
95578425	1.51	5714.68
95578462	1.54	526.31
95578482	1.53	925.83
95578486	1.53	729.53
95578500	1.56	2989.8
95578607	1.56	3616.26
95578614	1.55	3052.57
95578642	1.59	3679.86
95578685	1.53	2848.72
95578687	1.53	1061.02
95578741	1.59	5987.6
95578818	1.55	1273.13
95578867	1.54	526.31
95578886	1.53	791.56
95578894	1.58	2827.77
95578911	1.55	4928.92
95578939	1.57	4246.49
95578948	1.59	4374.33
95578963	1.54	5213.59
95578986	1.53	1267.96
95578995	1.58	3704.7
95578997	1.58	3704.7
95579175	1.1	2457.52
95579178	1.1	8164.99
95579232	1.07	3496.73
95579234	1.07	2605.08
95579237	1.07	3399.2
95579245	1.09	2218.94
95579246	1.09	1971.06
95579263	1.04	2096.83
95579266	1.04	2652.3
95579269	1.04	1989.5
95579271	1.1	8164.99
95579276	1.1	5382.71
95579290	1.08	2375.7
95579291	1.08	2380.37
95579292	1.08	3166.45
95579293	1.08	2375.17
95579332	1.07	2605.08
95579374	1.1	4769.95
95579379	1.1	8164.99
95579931	1.07	2629.18
95579936	1.07	2631.66
95579937	1.07	2427.15
95579941	1.09	2024.57
95579943	1.09	1965.67
95579944	1.09	1824.01
95579947	1.09	1824.01
95579957	1.02	8011.52
95579960	1.04	2369.94
95579962	1.04	1792.42
95579963	1.04	2340.4
95579966	1.04	1792.42
95579978	1.1	5214.17
95579982	1.03	3410.3
95579986	1.03	3098.39
95579989	1.03	3446.6
95579990	1.08	2139.87
95579994	1.08	3166.45
95579997	1.08	3417.37
95593009	1.86	2682.53
95593101	1.86	3509.08
95593202	1.86	3509.08
95593302	1.86	3509.08
95593907	1.86	2682.53
95606121	3.71	4198.38
95614178	3.7	2970.68
95619064	3.04	4574.4
95619065	3.04	3367.11
95619165	3.04	3276.66
95619167	3.04	5997.61
95619363	3.04	4574.4
95619465	3.04	4077.38
95619962	3.04	3936.25
95624976	3.7	4176.67
95646127	3.71	419.69
95676151	3.72	3176.3
95676153	3.72	2051.73
95676729	3.71	4178.43
95676822	3.71	3282.91
95676952	3.72	2443.23
95678073	3.6	4344.82
95678077	3.6	4595.15
95678170	3.6	4364.49
95678275	3.6	4344.82
95678870	3.6	4063.41
95710081	2.43	6317.21
95710117	2.45	3442.13
95710158	2.42	4299.11
95710214	2.45	4496.23
95710236	2.47	5729.8
95710254	2.42	2869.46
95710285	2.43	4255.23
95710293	2.48	4126.94
95710480	2.43	5119.44
95710489	2.43	5230.31
95710552	2.42	3085.59
95710589	2.43	4341.9
95710936	2.47	726.29
95710953	2.42	5944.53
95710977	2.5	6540.62
95710984	2.43	3768.3
95711267	2.34	4390.36
95711366	2.34	3396.21
95711369	2.34	4390.36
95711869	2.34	3396.21
95711964	2.34	6517.63
95711978	2.4	3101.23
95712176	2.2	5390.29
95712214	2.15	5226.81
95712215	2.15	4920.55
95712290	2.18	2636.15
95712297	2.18	2851.85
95712312	2.15	5583.85
95712314	2.15	3394.8
95712317	2.15	5583.85
95712342	2.19	8983.08
95712398	2.18	2636.15
95712913	2.15	5583.85
95712917	2.15	4920.55
95712945	2.19	1359.54
95712949	2.19	8983.08
95712992	2.18	3233.01
95713007	2.86	3612.05
95713193	2.88	4321.28
95713235	2.87	3913.67
95713308	2.86	4365.64
95713335	2.87	3913.67
95713806	2.86	473.64
95714010	2.65	10780.85
95714020	2.61	5137.23
95714098	2.68	858.09
95714111	2.65	14025.28
95714226	2.61	5137.23
95714230	2.67	3376.26
95714281	2.63	5039.48
95714316	2.65	18383.29
95714322	2.61	4776.18
95714334	2.67	1668.66
95714483	2.63	5877.25
95714841	2.69	2274.43
95714886	2.63	5039.48
95714890	2.68	3541.84
95714891	2.68	6722.17
95714924	2.61	5137.23
95715028	2.21	3860.84
95715097	2.28	2935.37
95715229	2.21	3597.74
95715252	2.22	2703.12
95715323	2.21	6247.63
95715327	2.21	6247.63
95715357	2.22	1289.65
95715358	2.22	1712.06
95715359	2.22	2457.01
95715368	2.24	4208.26
95715393	2.28	4094.34
95715395	2.28	4094.34
95715924	2.21	987.58
95715933	2.27	3643.6
95715935	2.27	6317.64
95715937	2.27	6317.64
95715951	2.22	2800.29
95715952	2.22	3423.33
95715983	2.23	2238.8
95715986	2.23	2238.8
95715988	2.23	2238.8
95716028	2.71	2338.53
95716057	2.72	3451.1
95716087	2.73	5303.54
95716098	2.78	2679.67
95716099	2.78	3466.8
95716130	2.77	4802.51
95716150	2.72	2611
95716191	2.78	2734.24
95716211	2.75	4709.64
95716214	2.75	4883.74
95716234	2.77	887.81
95716238	2.77	4176.75
95716292	2.78	870.03
95716318	2.75	3886.36
95716339	2.77	4802.51
95716424	2.71	2338.53
95716826	2.71	2793.12
95716862	2.74	2975.74
95716882	2.73	6064.84
95716891	2.78	857.1
95716901	2.76	3431.5
95716903	2.76	3713.51
95716904	2.76	3713.51
95716906	2.76	3258.48
95716916	2.75	3886.36
95716932	2.77	1004.79
95716953	2.72	2849.42
95716970	2.8	479.18
95716973	2.8	479.18
95716975	2.8	490.05
95716976	2.8	490.05
95716977	2.8	479.18
95716978	2.8	477.96
95717068	2.94	5096.05
95717168	2.94	5148.02
95717268	2.94	5576.55
95717362	2.94	1325.35
95717364	2.94	3694.87
95717368	2.94	5096.05
95717469	2.94	5096.05
95717861	2.94	3216.17
95717912	2.95	4740.3
95717914	2.95	4740.3
95717916	2.95	4740.3
95717919	2.95	5258.13
95717951	2.92	5136.78
95717957	2.92	7141.79
95718107	2.56	2930.76
95718187	2.53	957.2
95718215	2.55	2839.53
95718216	2.55	2839.53
95718296	2.58	3379.4
95718300	2.56	814.03
95718313	2.55	1192.9
95718387	2.53	957.2
95718396	2.58	4937.22
95718482	2.53	802.16
95718486	2.53	802.16
95718684	2.53	644.37
95718821	2.51	6131.38
95718886	2.53	644.37
95718900	2.56	2930.76
95718908	2.56	1197.53
95718918	2.55	5682.09
95718925	2.51	6230.86
95718926	2.51	7568.73
95718971	2.6	5618.76
95718973	2.6	6042.85
95718998	2.58	3379.4
95719270	2.1	5603.13
95719279	2.1	5603.13
95719930	2.07	1526.04
95719932	2.07	1526.04
95719935	2.07	1713.82
95719936	2.07	1225.81
95719937	2.07	1508.61
95719973	2.1	8119.32
95719975	2.1	10748.06
95719977	2.1	10748.06
96316056	4.72	2310.07
96316155	4.72	3734.7
96316353	4.72	3663.66
96316453	4.72	4011.55
96374972	4.7	2495.91
96374974	4.7	2250.11
96374975	4.7	2569.95
96374976	4.7	2569.95
96374977	4.7	2250.11
96500056	1.42	3589.15
96500070	1.5	5380.25
96500152	1.42	3722.91
96500182	1.43	4770.49
96500221	1.41	1559.65
96500257	1.42	3033.33
96500282	1.43	4863.11
96500381	1.43	4770.49
96500655	1.42	3722.91
96500658	1.42	3033.33
96500815	1.45	3846.46
96500870	1.5	5964.89
96500920	1.41	2821.17
96500928	1.41	1743.07
96500981	1.43	6804.96
96501251	1.32	9067.65
96501960	1.34	3970.03
96501966	1.34	3970.03
96503202	1.86	3191.47
96503800	1.86	6265.73
96503834	1.87	3684.57
96503930	1.87	3505.26
96504102	1.66	711.08
96504204	1.66	350.12
96504296	1.68	5303.45
96504341	1.69	3409.77
96504509	1.66	5019.16
96504821	1.61	5264.06
96504949	1.69	6310.09
96506041	1.79	1952.92
96506046	1.79	342.95
96506057	1.72	4311.01
96506097	1.78	3864.15
96506122	1.71	3011.26
96506158	1.72	3479.97
96506274	1.8	4097.83
96506282	1.73	3016.92
96506342	1.79	2366.05
96506354	1.72	2844.84
96506359	1.72	3450.7
96506449	1.79	1691.16
96506571	1.8	3719.38
96506692	1.78	3864.15
96506722	1.71	2810.43
96506790	1.78	3588.13
96506929	1.71	2105.18
96506942	1.79	1641.09
96506955	1.72	3314.49
96506962	1.74	2438.84
96506967	1.74	3336.28
96507057	1.92	4103.59
96507982	1.93	3108.63
96508069	1.54	2523.94
96508135	1.57	3436.3
96508138	1.57	3513.43
96508285	1.53	3236.59
96508361	1.54	2234.75
96508532	1.57	3573.24
96508834	1.57	2725.66
96508876	1.6	13188.52
96508935	1.57	2725.66
96508947	1.59	4791.15
96508974	1.6	16151.11
96540219	1.45	3487.09
96544206	1.66	1031.15
96544208	1.66	880.8
96544308	1.66	711.08
96544888	1.63	5917.64
96546225	1.71	3227.22
96546276	1.8	3785.2
96546779	1.8	3785.2
96548261	1.54	3134.82
96570059	1.42	320.75
96570072	1.5	3668.3
96570085	1.43	4770.49
96570121	1.41	1635.11
96570129	1.41	1975.56
96570188	1.43	923.51
96570212	1.45	3354.01
96570213	1.45	5696.64
96570285	1.43	6496.54
96570416	1.45	759.03
96570418	1.45	3487.09
96570488	1.43	4659.84
96570490	1.48	3710.46
96570520	1.41	1635.11
96570525	1.41	2056.12
96570596	1.48	3803.6
96570612	1.45	5696.64
96570735	1.47	3883.57
96570819	1.45	3354.01
96570870	1.5	5964.89
96570875	1.5	4557.61
96570891	1.48	3710.46
96570982	1.43	878.01
96571001	1.36	1980.54
96571008	1.36	1668.33
96571013	1.35	2870.68
96571077	1.4	4922.38
96571113	1.35	4183.26
96571114	1.35	2180.37
96571117	1.35	2214.36
96571169	1.34	4058.89
96571211	1.35	2434.09
96571214	1.35	3222.58
96571267	1.34	3548.91
96571272	1.4	4922.38
96571311	1.35	3287.95
96571373	1.4	1316.77
96571377	1.4	1316.77
96571400	1.36	2063.16
96571409	1.36	1095.77
96571503	1.36	2027.37
96571505	1.36	1980.54
96571509	1.36	2063.16
96571565	1.34	3933.9
96571605	1.36	1902.86
96571675	1.4	3949.32
96571701	1.36	1323.09
96571709	1.36	1980.54
96571763	1.34	3655.46
96571811	1.35	2180.37
96571818	1.35	2870.68
96571819	1.35	3287.95
96571851	1.32	9067.65
96571859	1.32	9067.65
96571872	1.4	1327.41
96571874	1.4	620.43
96571877	1.4	1555.62
96571911	1.35	2434.09
96571953	1.32	9067.65
96572003	1.16	3735.94
96572063	1.14	3643.93
96572073	1.2	3935.93
96572109	1.16	3684.97
96572112	1.15	3845.59
96572119	1.15	4994.88
96572166	1.14	3461.81
96572171	1.2	3818.02
96572177	1.2	3935.93
96572191	1.18	2318.56
96572196	1.18	1344.97
96572197	1.18	1572.89
96572201	1.16	7013.47
96572218	1.15	3512.93
96572221	1.11	2011.57
96572224	1.11	1339.73
96572225	1.11	2559.19
96572226	1.11	1464.74
96572227	1.11	1206.7
96572260	1.14	4002.16
96572283	1.13	1332.61
96572286	1.13	731.72
96572289	1.13	1332.61
96572295	1.18	1627.36
96572298	1.18	1627.36
96572318	1.15	4994.88
96572319	1.15	3845.59
96572324	1.11	1045.16
96572360	1.14	3690.54
96572364	1.14	3462.31
96572365	1.14	4002.16
96572382	1.13	841.03
96572386	1.13	1464.43
96572387	1.13	580.8
96572388	1.13	906.75
96572441	1.19	3345.36
96572443	1.19	4171.05
96572444	1.19	3370.24
96572463	1.14	3833.26
96572472	1.2	2579.58
96572477	1.2	2500.04
96572560	1.14	3732.59
96572565	1.14	2901.57
96572648	1.19	4171.05
96572664	1.14	3462.31
96572870	1.2	5864.01
96572874	1.2	3935.93
96572906	1.16	4766.65
96572909	1.16	4766.65
96572912	1.15	3512.93
96572915	1.15	3691.07
96572916	1.15	3934.68
96572923	1.11	3779.1
96572926	1.11	1078.16
96572963	1.14	4002.16
96572972	1.2	2896.21
96572976	1.2	2579.58
96572982	1.13	580.8
96572985	1.13	843.3
96572988	1.13	843.66
96572990	1.18	2318.56
96572995	1.18	2758.37
96573010	1.85	1891.04
96573011	1.85	3210.21
96573014	1.85	3048.35
96573099	1.88	4224.91
96573108	1.86	2380.49
96573219	1.85	2063.13
96573225	1.81	2856.02
96573235	1.87	3505.26
96573250	1.82	2610.26
96573253	1.82	3553.42
96573257	1.82	2610.26
96573291	1.88	3447.27
96573297	1.88	4224.91
96573315	1.85	3048.35
96573390	1.88	4224.91
96573416	1.85	1799.06
96573436	1.87	3505.26
96573617	1.85	3022.55
96573699	1.88	7085.33
96573807	1.86	3191.47
96573838	1.87	3666.93
96573891	1.88	3834.18
96573929	1.81	1691.95
96573932	1.87	3119.66
96573941	1.89	2436.02
96573944	1.89	2633.74
96573945	1.89	2633.74
96573946	1.89	2210.96
96573947	1.89	1991.93
96573948	1.89	2681.51
96573949	1.89	2436.02
96573950	1.82	2946.59
96573952	1.82	2671.27
96573954	1.82	2656.4
96573955	1.82	2401.38
96573957	1.82	3175.12
96573995	1.88	3384.72
96573998	1.88	2590.5
96573999	1.88	4040.43
96574010	1.65	3982.96
96574113	1.65	5182.61
96574115	1.65	5042.13
96574198	1.68	5696.28
96574237	1.67	3836.87
96574316	1.65	859.71
96574390	1.68	5271.27
96574395	1.68	4138.7
96574411	1.65	2772.3
96574419	1.65	3236.67
96574438	1.67	3345.75
96574589	1.63	6567.07
96574590	1.68	5696.28
96574615	1.65	859.71
96574616	1.65	3237.39
96574632	1.67	4170.09
96574791	1.68	4468.39
96574803	1.66	497.86
96574805	1.66	601.97
96574815	1.65	1679.63
96574924	1.61	4854.17
96574945	1.69	3291.58
96575017	1.25	4250.25
96575056	1.22	2591.84
96575057	1.22	2591.84
96575058	1.22	4444.63
96575061	1.24	3911.26
96575066	1.24	3115.32
96575067	1.24	3911.26
96575073	1.3	3412.78
96575074	1.3	1784.07
96575079	1.3	1784.07
96575086	1.23	4501.83
96575131	1.27	2900.7
96575135	1.27	2900.7
96575155	1.22	4444.63
96575156	1.22	3501.83
96575157	1.22	2216.24
96575159	1.22	2216.24
96575171	1.3	5411.94
96575174	1.3	1019.7
96575187	1.23	4856.95
96575210	1.25	2957.77
96575213	1.25	2442.46
96575218	1.25	2957.77
96575242	1.29	1082.2
96575244	1.29	1506.87
96575247	1.29	1112.44
96575249	1.29	1083.72
96575261	1.24	3796.13
96575280	1.23	3090.9
96575286	1.23	3414.56
96575289	1.23	4856.95
96575295	1.28	2589.61
96575296	1.28	2589.61
96575298	1.28	3088.83
96575306	1.26	2599.74
96575327	1.21	1302.24
96575355	1.22	2591.84
96575369	1.24	3115.32
96575371	1.3	1784.07
96575384	1.23	3188.88
96575388	1.23	2977.25
96575391	1.28	1650.64
96575407	1.26	1915.93
96575428	1.21	1209.14
96575435	1.27	3271.19
96575578	1.3	3412.78
96575608	1.26	3659.69
96575723	1.21	1851.29
96575728	1.21	4352.95
96575806	1.26	3244.2
96575835	1.27	2900.7
96575862	1.24	4449.51
96575872	1.3	3412.78
96575873	1.3	3271.67
96575877	1.3	2257.28
96575906	1.26	2172.84
96575918	1.25	4163.67
96575926	1.21	4352.95
96575940	1.29	1430.89
96575942	1.29	798.43
96575944	1.29	869.16
96575947	1.29	1093.11
96575948	1.29	1082.2
96575949	1.29	726.98
96575950	1.22	2932.43
96575978	1.3	4065.38
96575990	1.28	3119.82
96575995	1.28	2589.61
96575996	1.28	3055.77
96576003	1.76	3026.4
96576087	1.73	4057.09
96576144	1.79	1641.09
96576167	1.74	525.71
96576200	1.76	2562.93
96576203	1.76	2562.93
96576212	1.75	2628.77
96576215	1.75	3535.21
96576256	1.72	3479.97
96576261	1.74	2667.17
96576267	1.74	2901.48
96576287	1.73	4032.84
96576295	1.78	2806.88
96576338	1.77	2952.61
96576430	1.77	2952.61
96576456	1.72	4528.68
96576487	1.73	3016.92
96576497	1.78	3498.45
96576501	1.76	2562.93
96576531	1.77	3495.83
96576632	1.77	2952.61
96576639	1.77	2017.09
96576667	1.74	2566.81
96576720	1.71	2177.18
96576723	1.71	2810.43
96576750	1.72	2768.56
96576818	1.75	3474.47
96576828	1.71	2177.18
96576844	1.79	1432.42
96576865	1.74	3418.91
96576905	1.76	2562.93
96576922	1.71	2785.92
96576994	1.78	311.18
96577089	1.93	3497.96
96577123	1.91	1387.53
96577156	1.92	3673.94
96577222	1.91	770.96
96577223	1.91	1387.53
