AID	CLUSTER2	GSWGT3_2	GSWGT3
94715254	2.22	3090.69	3220.27
94715257	2.22	855.55	926.97
94715393	2.28	4479.02	 
94715922	2.21	2810.76	2954.84
94715954	2.22	3958.68	4237.11
94715955	2.22	3090.69	3220.27
94715980	2.23	2588.92	2797.04
94715981	2.23	2588.92	2797.04
94715982	2.23	2588.92	2797.04
94715987	2.23	2588.92	2797.04
94715994	2.28	4479.02	 
94716011	2.75	4573.89	4892.27
94716068	2.74	3828.27	 
94716095	2.78	3707.81	3990.99
94716153	2.72	2360.65	 
94716192	2.78	3156.11	3437.54
94716217	2.75	5446.15	5883.97
94716257	2.72	4439.83	 
94716265	2.74	6069.35	6613.53
94716281	2.73	6822.98	7215.18
94716290	2.78	5333.03	5761.47
94716293	2.78	1338.37	1445.89
94716315	2.75	5446.15	5883.97
94716358	2.72	4439.83	4695.04
94716627	2.71	5562.67	6061.43
94716663	2.74	3591.6	3880.33
94716893	2.78	4365.7	4589.49
94716975	2.8	514.2	555.53
94716976	2.8	553.62	597.71
94716987	2.73	6125.65	6552.04
94717262	2.94	5353.75	5783.85
94717461	2.94	6556.05	6932.91
94718027	2.51	7205.26	7784.49
94718105	2.56	3155.08	 
94718125	2.51	8092.04	8655.29
94718180	2.53	1104.89	 
94718194	2.58	4227.62	4521.9
94718211	2.55	1228.47	1375.7
94718249	2.59	5736.62	5909.17
94718273	2.6	6716.15	7183.64
94718277	2.6	7228.51	7644.02
94718284	2.53	5163.51	5623.95
94718329	2.51	8092.04	8655.29
94718342	2.59	7765.04	8461.26
94718393	2.58	4227.62	4521.9
94718485	2.53	4841.16	5245.32
94718687	2.53	4841.16	 
94718888	2.53	924.1	1001.25
94718944	2.59	6327.52	6836.19
94718971	2.6	7228.51	7644.02
94718987	2.53	5163.51	5623.95
94718998	2.58	3907.88	4222.03
94719270	2.1	6976.12	7461.7
94719279	2.1	6976.12	7461.7
94719932	2.07	1863.55	2086.88
94719933	2.07	1758.03	 
94719934	2.07	1956.65	 
94719935	2.07	2788.18	2931.1
94719936	2.07	1758.03	1904.79
94719978	2.1	6976.12	7461.7
95316359	4.72	4638.89	5011.81
95316851	4.72	6072.8	6617.29
95374971	4.7	2886.23	3118.25
95374972	4.7	3139.53	3320
95374973	4.7	3139.53	3320
95374975	4.7	2801.47	2996.47
95500036	1.47	4568.04	5003.2
95500235	1.47	4788.2	 
95500280	1.43	5469.73	5990.79
95500332	1.47	4610.4	5081.7
95500377	1.5	5192.31	5595.63
95500710	1.45	6043.03	6494.31
95500815	1.45	7512.68	7839.41
95500839	1.47	5836.71	 
95501960	1.34	5057.1	5277.04
95504188	1.63	7860.57	8471.15
95504481	1.63	7238.04	8260.86
95504484	1.63	8077.96	8847.49
95504487	1.63	6752.72	7556.2
95504608	1.66	791.4	 
95504620	1.61	6942.2	7244.12
95504707	1.66	894.71	1003.32
95504709	1.66	4834.91	5330.3
95504902	1.66	1106.7	1170.32
95504947	1.69	4654.56	5097.96
95506022	1.71	5005.06	5712.33
95506098	1.78	5208.28	 
95506124	1.71	4146.92	 
95506154	1.72	7286	 
95506174	1.8	3924.54	4391.51
95506181	1.73	4996.07	5384.15
95506202	1.76	4091.55	 
95506230	1.77	1211.62	 
95506309	1.76	3781.6	4064
95506395	1.78	467.81	523.47
95506426	1.71	4481.82	 
95506482	1.73	5435.64	 
95506680	1.73	3978.68	4151.72
95506684	1.73	4120.64	4159.47
95506926	1.71	4265.35	4596.66
95507059	1.92	3855.56	 
95507158	1.92	4028.02	 
95507311	1.95	6932.5	7592.91
95507914	1.95	6226.58	6468.17
95508034	1.57	3720.7	 
95508271	1.6	18010.78	19726.53
95508323	1.51	1064.71	1173.81
95508339	1.57	590.51	 
95508931	1.57	4735.55	 
95508984	1.53	4717.52	5290.23
95540910	1.45	680.12	750.22
95543606	1.86	8460.57	9656.14
95544983	1.63	7494.12	8260.2
95544985	1.63	7494.12	8260.2
95548074	1.6	17775.98	20287.93
95548969	1.54	3853.13	4140.87
95570097	1.48	4758.01	4964.94
95570121	1.41	2349.38	 
95570123	1.41	2046.19	2198.99
95570184	1.43	5469.73	5990.79
95570294	1.48	4327.28	 
95570299	1.48	4371.1	 
95570326	1.41	2807.72	3033.43
95570353	1.42	705.89	 
95570376	1.5	4657.86	5134.01
95570450	1.42	4844.84	5221.16
95570588	1.43	989.15	1091.1
95570621	1.41	820.52	 
95570692	1.48	3968.84	4346.92
95570852	1.42	5192.89	 
95571018	1.35	3220.31	3444.47
95571100	1.36	3692.26	4085.7
95571112	1.35	4037.86	 
95571160	1.34	4795.79	5153.93
95571204	1.36	2268.95	2438.39
95571306	1.36	3485.3	3797.8
95571316	1.35	3280.78	 
95571319	1.35	3830.66	4128.21
95571601	1.36	3063.04	3495.89
95571657	1.32	9830.35	10593.94
95571669	1.34	4844.49	5305.98
95571674	1.4	2104.85	2360.37
95571679	1.4	2104.85	2360.37
95571708	1.36	2215.42	2387.5
95571819	1.35	3086.4	3401.91
95571877	1.4	2253.37	 
95571913	1.35	3876.26	4424.02
95572073	1.2	5770.86	6586.35
95572078	1.2	5035.17	5254.15
95572102	1.16	5114.21	5496.13
95572107	1.16	5791.42	 
95572108	1.16	6692.61	7212.46
95572111	1.15	4882.98	5382.14
95572115	1.15	4774.49	5145.36
95572206	1.16	4975.79	5678.92
95572224	1.11	2462.64	2757.77
95572227	1.11	2888.9	3121.14
95572285	1.13	1693.44	1829.58
95572289	1.13	1550.01	1670.41
95572291	1.18	2165.21	2371.47
95572306	1.16	5063.31	5283.52
95572316	1.15	7434.13	 
95572318	1.15	3977.48	4274.52
95572329	1.11	2888.9	3121.14
95572376	1.2	5770.86	6586.35
95572386	1.13	1222.16	 
95572398	1.18	3383.84	3862.02
95572402	1.16	5791.42	6343.13
95572405	1.16	4743.75	5228.67
95572443	1.19	4273.44	4713.88
95572804	1.16	6001.67	 
95572847	1.19	5533.53	6099.19
95572872	1.2	5035.17	5254.15
95572876	1.2	3953.51	 
95572903	1.16	5063.31	5283.52
95572917	1.15	5556.44	6085.77
95572921	1.11	5132.14	5592.29
95572925	1.11	1369.01	 
95572927	1.11	1555.56	 
95572981	1.13	964.98	1006.95
95572982	1.13	1840.1	2005.09
95572984	1.13	964.98	1006.95
95572985	1.13	1037.03	1143.04
95573031	1.87	5669.01	6417.88
95573193	1.88	5489.22	 
95573219	1.85	3921.69	4147.12
95573230	1.87	4278.52	4686.1
95573233	1.87	4278.52	4686.1
95573293	1.88	10545.45	 
95573294	1.88	5515.45	6040.87
95573333	1.87	5950.14	6790.96
95573407	1.86	5101.29	5497.54
95573412	1.85	2002.72	2207.45
95573415	1.85	2581.39	2827.3
95573618	1.85	2856.92	3055.78
95573921	1.81	3754.78	4141.77
95573939	1.87	4204.82	 
95573949	1.89	2853.71	2977.82
95573950	1.82	3371.66	3633.55
95573951	1.82	5288.73	 
95573954	1.82	3424.54	3680.28
95573956	1.82	3709.55	4088.75
95573957	1.82	3709.55	4088.75
95573958	1.82	3709.55	 
95573994	1.88	5056.48	5276.39
95574031	1.67	5033.79	5409.7
95574234	1.67	5855.01	6309.8
95574295	1.68	6359.95	7157.73
95574333	1.67	4892.17	5392.26
95574408	1.66	1373.18	 
95574415	1.65	5436.99	5868.14
95574502	1.66	791.4	872.97
95574503	1.66	894.71	1003.32
95574529	1.61	7013.01	 
95574591	1.68	7242.67	7805.25
95574604	1.66	1283.82	1373.18
95574608	1.66	1283.82	1373.18
95574615	1.65	4843.59	5054.24
95574617	1.65	4418.26	4839.15
95574638	1.67	5855.01	 
95574733	1.67	4625.87	5187.44
95574745	1.69	5074.93	4885.46
95574790	1.68	7677.54	7283.17
95574804	1.66	1237.28	 
95574839	1.67	5227.17	 
95574937	1.67	10195.2	10638.6
95574944	1.69	5531.9	5945.01
95574998	1.68	7104.85	7171.8
95575014	1.25	5611.98	 
95575018	1.25	3993.85	4558.23
95575026	1.21	2213.55	2441.69
95575029	1.21	6548.94	8419.71
95575031	1.27	3135.63	3369.79
95575062	1.24	4235.01	4667.93
95575073	1.3	2976.88	3106.35
95575081	1.23	2926.45	 
95575100	1.26	3236.77	3462.07
95575122	1.21	4840.39	 
95575134	1.27	3451	3803.78
95575153	1.22	6113.64	6311.92
95575166	1.24	4235.01	4667.93
95575181	1.23	4064.14	4451.3
95575203	1.26	2026.66	 
95575206	1.26	3236.77	3462.07
95575211	1.25	3993.85	4558.23
95575222	1.21	2568.9	 
95575241	1.29	1938.58	2143.93
95575243	1.29	1830.79	1890.17
95575244	1.29	1445.54	1508.41
95575255	1.22	6912.76	7649.36
95575259	1.22	1864.33	2056.47
95575294	1.28	3700.68	3861.63
95575309	1.26	2321.81	2561.11
95575313	1.25	5611.98	5793.98
95575319	1.25	4726.45	4932.01
95575322	1.21	1781.72	1964.28
95575329	1.21	7461.54	8060.98
95575331	1.27	4451.28	 
95575337	1.27	6021.75	 
95575351	1.22	6113.64	 
95575357	1.22	3575.7	3942.08
95575377	1.3	2976.88	3106.35
95575379	1.3	4466.04	4891.48
95575386	1.23	4055.12	4357.95
95575404	1.26	3028.21	3202.28
95575426	1.21	2654.57	2807.16
95575461	1.24	4523.77	5163.03
95575462	1.24	5181.96	5675.61
95575621	1.21	1781.72	1964.28
95575628	1.21	4840.39	 
95575678	1.3	2976.88	3106.35
95575805	1.26	2513.61	2701.32
95575825	1.21	4869.04	5240.91
95575860	1.24	4523.77	5163.03
95575940	1.29	1467.07	1545.74
95575941	1.29	1519.46	1637.49
95575945	1.29	922.18	992.61
95575946	1.29	1305.31	1460.63
95575982	1.23	4503.1	4698.94
95575985	1.23	6078.78	6937.78
95576034	1.77	3937.23	4108.47
95576037	1.77	3937.23	4108.47
95576039	1.77	3689.1	3964.6
95576041	1.79	2023.07	2180.21
95576052	1.72	954.53	1068.11
95576064	1.74	3744.84	4035.72
95576091	1.78	4707.46	5059
95576114	1.75	3394.95	3741.99
95576115	1.75	3473.41	 
95576158	1.72	4524.49	4955.51
95576236	1.77	785.76	 
95576262	1.74	3199.65	3438.59
95576307	1.76	3254.3	3586.97
95576323	1.71	4256.03	4441.13
95576363	1.74	854.1	957.78
95576414	1.75	4773.57	5448.13
95576435	1.77	4274.36	4681.55
95576447	1.79	2023.07	2180.21
95576471	1.8	5101.87	 
95576482	1.73	4532.01	4870.45
95576519	1.75	6073.28	 
95576759	1.72	6352.32	7249.98
95576763	1.74	3744.84	4035.72
95576814	1.75	3473.41	3586.05
95576815	1.75	4558.34	4898.74
95576817	1.75	3394.95	3741.99
95576841	1.79	2023.07	2180.21
95576852	1.72	6352.32	7249.98
95576898	1.78	610.35	672.89
95576904	1.76	3672.37	 
95577054	1.92	4068.94	 
95577061	1.94	7349	 
95577129	1.91	1268.81	 
95577224	1.91	1725.35	1800.38
95577227	1.91	2303.52	2629.03
95577228	1.91	993.9	1068.12
95577267	1.94	6018.68	 
95577321	1.91	993.9	1068.12
95577363	1.94	6018.68	 
95577783	1.93	5443.22	 
95577862	1.94	1877.46	2105.38
95577884	1.93	6805.98	7767.74
95577923	1.91	1643.25	 
95577926	1.91	1948.16	2099.48
95577928	1.91	959.88	1026.69
95578006	1.56	4494.7	5029.51
95578046	1.59	6469.44	7383.65
95578083	1.53	1424.21	1538.63
95578106	1.56	4494.7	5029.51
95578109	1.56	5543.97	 
95578113	1.55	4625.53	4970.95
95578126	1.51	8505.44	 
95578148	1.59	6803.27	7331.72
95578195	1.58	4586.16	4928.65
95578196	1.58	3798.94	4187.29
95578206	1.56	3241.56	3513.72
95578218	1.55	7788.13	8888.68
95578234	1.57	590.51	635.61
95578307	1.56	4494.7	5029.51
95578380	1.53	1705.69	 
95578413	1.55	2494.91	 
95578486	1.53	1096.73	 
95578614	1.55	3876.04	4272.26
95578642	1.59	5023.25	 
95578685	1.53	3745.18	4131.18
95578687	1.53	1705.69	 
95578741	1.59	8911.65	9861.26
95578818	1.55	1756.02	1935.95
95578886	1.53	1004.11	1080.79
95578894	1.58	3729.24	3891.42
95578911	1.55	7415.49	 
95578939	1.57	6532.44	8056.95
95578948	1.59	5895.91	 
95578963	1.54	7116.89	7666.81
95578995	1.58	5057.16	5538.91
95579175	1.1	3312.36	3419.78
95579178	1.1	11025.11	12583.09
95579232	1.07	4399.69	4933.81
95579234	1.07	3919.3	 
95579237	1.07	4688.5	5168.9
95579245	1.09	2565.95	2772.23
95579263	1.04	2765.28	2885.55
95579266	1.04	3947.56	 
95579269	1.04	2961.07	 
95579276	1.1	7557.58	8144.62
95579293	1.08	3242.25	3551.12
95579332	1.07	3919.3	 
95579379	1.1	11025.11	12583.09
95579931	1.07	3955.55	 
95579936	1.07	3459.81	3816.39
95579937	1.07	3648.85	4083.01
95579941	1.09	2763.66	3026.94
95579943	1.09	2578.87	2771.45
95579944	1.09	2560.99	2759.92
95579947	1.09	2560.99	2759.92
95579960	1.04	3048.91	3224.17
95579962	1.04	2516.64	2712.12
95579978	1.1	7117.68	 
95579982	1.03	4497.47	4693.07
95579986	1.03	4350.28	4688.19
95579989	1.03	4653.92	5311.57
95579994	1.08	4712.79	5214.97
95593009	1.86	3661.83	4010.67
95593101	1.86	4603.75	4947.55
95593202	1.86	4603.75	4947.55
95593302	1.86	4603.75	4947.55
95593907	1.86	3661.83	4010.67
95614178	3.7	3737.8	4191.57
95619165	3.04	4160.58	4585.89
95619167	3.04	8083.85	 
95619465	3.04	6642.82	6983.34
95619962	3.04	5191.09	5416.85
95624976	3.7	5508.15	5747.7
95646127	3.71	551.76	608.62
95676153	3.72	2697.39	2975.4
95676729	3.71	5866.71	6459.84
95676822	3.71	4481.38	4908.29
95678073	3.6	5700.19	6125.87
95678077	3.6	6060.04	6323.6
95678275	3.6	5700.19	6125.87
95710081	2.43	7305.12	7892.38
95710117	2.45	4285.58	4583.89
95710158	2.42	5352.56	5725.14
95710214	2.45	5784.38	6116.88
95710236	2.47	7781.25	8478.92
95710254	2.42	4674.9	4914.54
95710285	2.43	5397.8	5810.05
95710480	2.43	6912.74	7889.58
95710552	2.42	3561.67	3879.27
95710589	2.43	5011.83	 
95710977	2.5	8414.49	8898.17
95710984	2.43	5796.83	6262.53
95711267	2.34	5076.94	5485.08
95711366	2.34	4228.42	4522.74
95711369	2.34	5076.94	5485.08
95711964	2.34	8851.14	9644.75
95711978	2.4	3861.15	4129.92
95712176	2.2	7320.18	7976.51
95712290	2.18	3048.41	3293.47
95712297	2.18	3550.66	3797.81
95712312	2.15	6457.07	6976.16
95712317	2.15	6457.07	6976.16
95712342	2.19	12199.3	13293.1
95712398	2.18	3048.41	3293.47
95712913	2.15	6457.07	6976.16
95712917	2.15	6682.25	7281.39
95712945	2.19	1569.31	 
95712992	2.18	4390.52	4574.6
95713308	2.86	5435.39	5813.73
95713335	2.87	4872.67	5211.84
95713806	2.86	545.65	591.2
95714010	2.65	17564.05	18464.4
95714020	2.61	6609.03	 
95714098	2.68	1304.52	1460.86
95714226	2.61	6609.03	 
95714230	2.67	3897.2	4244.72
95714281	2.63	6483.27	6855.95
95714322	2.61	5946.53	6360.45
95714334	2.67	1922.33	2082.82
95714483	2.63	8022.83	8642.76
95714841	2.69	3705.48	3877.87
95714886	2.63	6483.27	6855.95
95714890	2.68	4080.26	4420.9
95714891	2.68	9128.91	9947.42
95714924	2.61	6609.03	6988.93
95715028	2.21	5869.5	 
95715097	2.28	3776.34	3993.41
95715229	2.21	4144.66	4490.67
95715323	2.21	7224.66	7805.45
95715327	2.21	7224.66	7805.45
95715358	2.22	2202.56	2440.46
95715359	2.22	2830.52	3038.29
95715368	2.24	5239.44	5604.14
95715393	2.28	5560.24	6058.78
95715395	2.28	5560.24	6058.78
95715924	2.21	1501.38	1681.31
95715935	2.27	7865.71	8413.22
95715937	2.27	7865.71	8413.22
95715952	2.22	3958.68	4237.11
95715983	2.23	2588.92	2797.04
95715986	2.23	2588.92	 
95715988	2.23	2588.92	2797.04
95716028	2.71	2911.56	3114.23
95716087	2.73	6822.98	7215.18
95716098	2.78	4365.7	4589.49
95716099	2.78	5333.03	5761.47
95716130	2.77	5553.55	6000
95716150	2.72	3019.32	3262.04
95716191	2.78	3156.11	3437.54
95716211	2.75	5446.15	5883.97
95716214	2.75	6632.27	 
95716234	2.77	1349.71	1511.46
95716238	2.77	5373.37	5656.62
95716292	2.78	1338.37	 
95716339	2.77	5553.55	6000
95716862	2.74	3828.27	4048.33
95716882	2.73	8236.24	8974.72
95716891	2.78	989.35	1077.57
95716901	2.76	4660.08	5077.91
95716903	2.76	4294.24	4639.46
95716904	2.76	4294.24	4639.46
95716906	2.76	4192.02	4432.99
95716932	2.77	1157.54	1254.18
95716970	2.8	650.75	678.03
95716973	2.8	650.75	678.03
95716975	2.8	630.45	697.23
95716976	2.8	665.5	725.17
95717168	2.94	6409.48	6855.62
95717268	2.94	6448.63	6967.03
95717362	2.94	2038.8	2202.59
95717364	2.94	4264.96	4645.27
95717368	2.94	6556.05	6932.91
95717469	2.94	6881.16	7335.93
95717861	2.94	5239.76	5508.35
95717914	2.95	5901.86	6312.67
95717916	2.95	5901.86	6312.67
95717919	2.95	6080.42	6569.22
95717951	2.92	6395.49	6840.66
95717957	2.92	9698.78	10568.38
95718107	2.56	3382.96	3684.62
95718187	2.53	1104.89	1203.41
95718215	2.55	3277.65	3569.92
95718216	2.55	3277.65	 
95718296	2.58	3907.88	4222.03
95718313	2.55	1376.96	 
95718387	2.53	1104.89	1203.41
95718482	2.53	924.1	 
95718486	2.53	924.1	1001.25
95718684	2.53	1049.79	 
95718886	2.53	979.61	1097.01
95718900	2.56	3382.96	3684.62
95718908	2.56	1382.3	1505.56
95718918	2.55	7309.98	7730.18
95718925	2.51	7205.26	7784.49
95718926	2.51	10278.57	11200.15
95718971	2.6	7228.51	7644.02
95719270	2.1	6976.12	7461.7
95719279	2.1	6976.12	7461.7
95719930	2.07	1758.03	1904.79
95719932	2.07	1758.03	1904.79
95719935	2.07	2605.47	2789.89
95719936	2.07	1412.15	1592.43
95719937	2.07	1737.95	1883.04
95719973	2.1	10445.47	11045.9
95719975	2.1	12428.88	13428.04
95719977	2.1	12428.88	13428.04
96316056	4.72	2661.25	2883.42
96316155	4.72	4804.67	5080.86
96316353	4.72	4561.4	4878.9
96316453	4.72	4638.89	5011.81
96374972	4.7	2886.23	3118.25
96374974	4.7	2801.47	2996.47
96374975	4.7	3490.07	3802.99
96374976	4.7	3490.07	3802.99
96374977	4.7	2801.47	2996.47
96500056	1.42	5341.92	 
96500070	1.5	7095.43	7404.01
96500182	1.43	7171.69	8025.03
96500221	1.41	2046.19	2198.99
96500257	1.42	4140.69	4535.15
96500282	1.43	6175	6669.9
96500381	1.43	7171.69	8025.03
96500655	1.42	4884.28	5249.03
96500658	1.42	4140.69	4535.15
96500815	1.45	5400.61	5820.11
96500870	1.5	8054.35	9192.52
96500920	1.41	3831.24	4174.76
96500981	1.43	10128.17	 
96501251	1.32	12243.98	13974.19
96501966	1.34	5574.11	6007.08
96503202	1.86	4052.41	4466.67
96503800	1.86	8460.57	9656.14
96503834	1.87	4833.98	5194.97
96504102	1.66	894.71	1003.32
96504204	1.66	403.34	437.01
96504296	1.68	7161.2	 
96504341	1.69	4654.56	5097.96
96504509	1.66	7551.25	 
96504821	1.61	6942.2	7244.12
96506041	1.79	2906.63	 
96506057	1.72	5655.84	6078.21
96506097	1.78	5208.28	 
96506122	1.71	4481.82	 
96506158	1.72	4690.46	 
96506274	1.8	5404.18	5639.21
96506282	1.73	3978.68	4151.72
96506342	1.79	3213.16	3501.26
96506354	1.72	3740.08	4125.55
96506359	1.72	4844.94	 
96506449	1.79	2175.67	2290.36
96506692	1.78	5208.28	5377.19
96506722	1.71	3706.37	4001.15
96506790	1.78	4707.46	 
96506929	1.71	2673.08	2946.33
96506942	1.79	2083.79	2296.81
96506967	1.74	4399.86	4591.21
96507057	1.92	5541.04	6324.06
96508069	1.54	3408.05	3806.9
96508135	1.57	4824.73	5199.5
96508285	1.53	4105.65	4419.22
96508532	1.57	5496.76	5938.35
96508834	1.57	3720.7	4075.14
96508876	1.6	16746.27	18458.15
96508947	1.59	6469.44	7383.65
96508974	1.6	21769.19	 
96540219	1.45	4700.05	 
96544206	1.66	1283.82	1373.18
96544208	1.66	1325.16	 
96544308	1.66	894.71	1003.32
96546779	1.8	5101.87	 
96548261	1.54	4112.74	4354.31
96570059	1.42	421.69	465.15
96570072	1.5	4657.86	5134.01
96570085	1.43	7171.69	8025.03
96570129	1.41	2280.37	2483.71
96570188	1.43	1484.62	 
96570213	1.45	7473.72	7763.7
96570285	1.43	9773.94	 
96570416	1.45	1141.95	 
96570418	1.45	4700.05	 
96570488	1.43	5863.15	6574.93
96570490	1.48	5010.2	5718.2
96570520	1.41	2295.77	2474.09
96570525	1.41	2776.36	3168.69
96570596	1.48	4990.14	5362.79
96570612	1.45	7512.68	7839.41
96570735	1.47	5842.78	 
96570819	1.45	4578.44	5014.6
96570870	1.5	8054.35	9192.52
96570875	1.5	5979.36	6425.89
96570891	1.48	5010.2	5718.2
96571008	1.36	2200.18	2295.87
96571013	1.35	3876.26	4424.02
96571113	1.35	5681	6190.37
96571117	1.35	2905.14	3122.09
96571169	1.34	5480.69	6255.17
96571211	1.35	3280.78	 
96571214	1.35	4145.84	4384.15
96571272	1.4	6911.25	7448.09
96571311	1.35	4336.11	4524.69
96571373	1.4	1981.06	 
96571400	1.36	2654.25	2806.82
96571509	1.36	2654.25	2806.82
96571565	1.34	4995.12	5505.74
96571605	1.36	2200.44	2377.33
96571675	1.4	5937.19	6643.64
96571709	1.36	2703.57	2961.11
96571818	1.35	3876.26	4424.02
96571819	1.35	4336.11	4524.69
96571859	1.32	12243.98	13974.19
96571874	1.4	813.98	861.79
96571911	1.35	3280.78	 
96572003	1.16	4743.75	 
96572063	1.14	4213.78	 
96572112	1.15	4882.98	5382.14
96572166	1.14	4674.46	5335.01
96572177	1.2	5163.75	5549.37
96572191	1.18	3041.84	3269
96572196	1.18	1888.4	2035.08
96572197	1.18	2120.01	2188.77
96572201	1.16	10438.5	 
96572221	1.11	2504.49	2678.82
96572224	1.11	1805.75	 
96572225	1.11	3475.46	3621.17
96572227	1.11	1532.22	1688.85
96572260	1.14	5148.76	5444.72
96572283	1.13	1714.4	1812.95
96572286	1.13	964.98	1006.95
96572289	1.13	1714.4	1812.95
96572295	1.18	2066.36	2277.59
96572298	1.18	2066.36	2277.59
96572318	1.15	7434.13	8226.3
96572319	1.15	4882.98	5382.14
96572324	1.11	1555.56	1497.48
96572364	1.14	4396.31	4845.72
96572365	1.14	5148.76	5444.72
96572382	1.13	1278.58	1369.09
96572386	1.13	1693.44	1829.58
96572387	1.13	882.97	988.78
96572388	1.13	1222.16	 
96572441	1.19	4566.63	5001.66
96572463	1.14	5029.05	5404.61
96572472	1.2	3272.23	3522.14
96572477	1.2	3286.78	3625.53
96572565	1.14	3960.83	4338.15
96572648	1.19	6207.98	 
96572664	1.14	4396.31	4845.72
96572870	1.2	8727.71	9657.71
96572874	1.2	5163.75	5549.37
96572906	1.16	6692.61	7212.46
96572909	1.16	6692.61	7212.46
96572912	1.15	4632.82	 
96572915	1.15	4984.02	 
96572916	1.15	5303.34	 
96572923	1.11	5132.14	5592.29
96572972	1.2	3953.51	4330.13
96572976	1.2	3272.23	 
96572982	1.13	882.97	988.78
96572985	1.13	971.5	1052.6
96572995	1.18	3637.72	3795.93
96573010	1.85	2581.39	2827.3
96573011	1.85	4359.56	4750.45
96573014	1.85	3921.69	4147.12
96573108	1.86	3129.6	3452.15
96573219	1.85	2720.83	2839.16
96573250	1.82	3424.54	 
96573253	1.82	4850.64	 
96573257	1.82	3424.54	3680.28
96573291	1.88	5541.79	 
96573390	1.88	5931.97	6392.74
96573416	1.85	2677.63	2962.95
96573436	1.87	4450.85	4905.83
96573617	1.85	3495.23	3776.21
96573699	1.88	10545.45	 
96573838	1.87	5148.54	5548.46
96573891	1.88	5056.48	5276.39
96573929	1.81	2719.95	 
96573941	1.89	2816.98	3043.43
96573944	1.89	3388.3	3583.06
96573947	1.89	2796.77	3014.01
96573948	1.89	3614.26	 
96573949	1.89	2816.98	3043.43
96573950	1.82	3407.39	3681.31
96573952	1.82	3606.99	4116.7
96573954	1.82	3307.33	3537.54
96573955	1.82	3371.66	3633.55
96573957	1.82	4084.77	4319.58
96573995	1.88	4258.75	4775.76
96573998	1.88	3286.07	3537.04
96573999	1.88	5515.45	6040.87
96574010	1.65	5592.26	6026.64
96574113	1.65	7972.49	8612.97
96574198	1.68	7473.25	8031.34
96574316	1.65	1292.43	1446.22
96574390	1.68	6693.26	7377.47
96574395	1.68	6221.9	6962.22
96574411	1.65	3488.19	3911.65
96574419	1.65	4418.26	4839.15
96574438	1.67	5033.63	 
96574589	1.63	8851.39	9138.46
96574590	1.68	7473.25	8031.34
96574615	1.65	1185.79	 
96574616	1.65	4866.91	5526.56
96574632	1.67	5855.01	6309.8
96574805	1.66	791.4	872.97
96575017	1.25	5396.81	5948.49
96575056	1.22	3538.02	3875.07
96575057	1.22	3538.02	3875.07
96575058	1.22	5861.54	6116.46
96575066	1.24	4374.05	4713.81
96575067	1.24	5131.39	5514.59
96575073	1.3	4477.41	4811.77
96575074	1.3	2409.02	2749.44
96575079	1.3	2409.02	 
96575131	1.27	3916.79	4470.27
96575155	1.22	5861.54	6116.46
96575156	1.22	4446.48	4901.02
96575157	1.22	2907.6	3124.74
96575159	1.22	2907.6	3124.74
96575171	1.3	8054.87	 
96575174	1.3	1283.02	1438.78
96575187	1.23	7228.84	 
96575210	1.25	3993.85	4558.23
96575213	1.25	3334.12	3651.74
96575244	1.29	2046.37	2229.85
96575247	1.29	1385.03	1481.44
96575249	1.29	1742.18	 
96575261	1.24	5181.96	5675.61
96575280	1.23	4055.12	4357.95
96575286	1.23	4503.1	4698.94
96575289	1.23	7228.84	 
96575295	1.28	3397.44	3651.16
96575296	1.28	3397.44	3651.16
96575298	1.28	4597.26	5087.13
96575306	1.26	3236.77	3462.07
96575327	1.21	2121.6	2230.35
96575355	1.22	3538.02	3875.07
96575384	1.23	4477.34	4825.12
96575388	1.23	4064.14	4451.3
96575391	1.28	2483.36	 
96575407	1.26	2432.78	2627.76
96575428	1.21	1533.81	 
96575578	1.3	4477.41	4811.77
96575806	1.26	3751.54	4053.12
96575835	1.27	3916.79	4470.27
96575862	1.24	6622.42	7328.09
96575877	1.3	2976.88	3106.35
96575906	1.26	2966.07	3248.62
96575926	1.21	6548.94	 
96575940	1.29	1943.2	2024.66
96575942	1.29	921.62	1003.8
96575944	1.29	1003.27	1092.73
96575947	1.29	1434.11	1541.21
96575948	1.29	1519.46	1637.49
96575949	1.29	922.18	992.61
96575950	1.22	3847.21	4247.24
96575978	1.3	5479.5	 
96575990	1.28	4380.37	4823.23
96575995	1.28	3397.44	3651.16
96575996	1.28	4290.45	4623.72
96576087	1.73	5538.19	6065.78
96576144	1.79	2083.79	2296.81
96576167	1.74	666.87	 
96576200	1.76	3254.3	3586.97
96576203	1.76	3254.3	3586.97
96576212	1.75	3588.45	3930.29
96576215	1.75	4773.57	5448.13
96576261	1.74	3744.84	4035.72
96576267	1.74	4073.82	4455.2
96576287	1.73	5120.74	5772.86
96576295	1.78	4219.7	4721.79
96576338	1.77	3986.88	4550.27
96576430	1.77	3986.88	4550.27
96576456	1.72	5972.38	6232.12
96576487	1.73	3978.68	4151.72
96576497	1.78	4911.99	5293.53
96576501	1.76	3498.56	3750.9
96576531	1.77	5203.02	 
96576632	1.77	3986.88	4550.27
96576639	1.77	2558.71	2754.12
96576720	1.71	2934.5	 
96576723	1.71	3687.15	3962.51
96576750	1.72	4162.1	4657.34
96576844	1.79	1879.27	2019.61
96576865	1.74	4616.53	5268.9
96576905	1.76	3254.3	3586.97
