AID	CLUSTER2	GSWGT3_2	GSWGT3
99718018	2.55	2533.84	2745.37
99718041	2.59	6327.52	6836.19
99718043	2.59	6327.52	6836.19
99718088	2.53	924.1	 
99718104	2.56	1739.14	1828.29
99718128	2.51	7888	8341.41
99718129	2.51	8092.04	8655.29
99718207	2.56	3746.36	4195.34
99718222	2.51	10278.57	11200.15
99718303	2.56	3155.08	3418.48
99718305	2.56	1739.14	1828.29
99718310	2.55	3904.09	4371.97
99718363	2.54	4213.41	4565.17
99718423	2.51	1917.58	2015.88
99718829	2.51	7888	8341.41
99718845	2.59	6327.52	6836.19
99718889	2.53	4841.16	5245.32
99718901	2.56	3155.08	3418.48
99718925	2.51	7888	8341.41
99718944	2.59	5406.44	5717.22
99719378	2.1	12428.88	13428.04
99719930	2.07	1737.95	1883.04
99719939	2.07	2788.18	 
99719976	2.1	12428.88	13428.04
